572746,"Soccer"
572788,"Soccer"
572789,"Soccer"
572792,"Soccer"
573178,"Ice Hockey"
573179,"Ice Hockey"
573180,"Ice Hockey"
573980,"Soccer"
575143,"Soccer"
575928,"Soccer"
577312,"Soccer"
577487,"Soccer"
577488,"Soccer"
577489,"Soccer"
577490,"Soccer"
577492,"Soccer"
577493,"Soccer"
577867,"Basketball"
578326,"Basketball"
578327,"Basketball"
578329,"Basketball"
578384,"Volleyball"
578386,"Volleyball"
578389,"Volleyball"
578391,"Volleyball"
578767,"Soccer"
578768,"Soccer"
578774,"Soccer"
578775,"Soccer"
578776,"Soccer"
578781,"Soccer"
578782,"Soccer"
578856,"Soccer"
579870,"Ice Hockey"
579873,"Ice Hockey"
579874,"Ice Hockey"
579971,"Volleyball"
579972,"Volleyball"
579973,"Volleyball"
580002,"Soccer"
580146,"Volleyball"
580149,"Volleyball"
580152,"Volleyball"
580156,"Volleyball"
580178,"Basketball"
580283,"Ice Hockey"
580284,"Ice Hockey"
580394,"Basketball"
580395,"Basketball"
580484,"Volleyball"
580485,"Volleyball"
580486,"Volleyball"
580560,"Volleyball"
580561,"Volleyball"
580562,"Volleyball"
580563,"Volleyball"
580565,"Volleyball"
580566,"Volleyball"
580583,"Basketball"
580593,"Volleyball"
580595,"Volleyball"
580597,"Volleyball"
580598,"Volleyball"
580600,"Volleyball"
580602,"Volleyball"
580604,"Volleyball"
580606,"Volleyball"
580608,"Volleyball"
580609,"Volleyball"
580615,"Soccer"
580616,"Soccer"
580617,"Soccer"
580625,"Soccer"
580626,"Soccer"
580628,"Soccer"
580630,"Soccer"
580631,"Soccer"
580632,"Soccer"
580633,"Soccer"
580634,"Soccer"
580635,"Soccer"
580638,"Soccer"
580639,"Basketball"
580640,"Basketball"
580641,"Basketball"
580654,"Soccer"
580655,"Soccer"
580656,"Soccer"
580671,"Soccer"
580699,"Soccer"
580863,"Soccer"
580956,"Soccer"
580965,"Soccer"
581019,"Soccer"
581020,"Soccer"
581043,"Soccer"
581052,"Soccer"
581053,"Soccer"
581055,"Soccer"
581060,"Soccer"
581077,"Soccer"
581078,"Soccer"
581079,"Soccer"
581089,"Soccer"
581092,"Soccer"
581248,"Soccer"
581269,"Soccer"
581275,"Soccer"
581288,"Soccer"
581291,"Soccer"
581292,"Soccer"
581293,"Soccer"
581296,"Soccer"
581321,"Handball"
581325,"Soccer"
581329,"Soccer"
581350,"Soccer"
581358,"Basketball"
581359,"Basketball"
581365,"Basketball"
581375,"Soccer"
581378,"Soccer"
581392,"Soccer"
581394,"Soccer"
581425,"Soccer"
581439,"Soccer"
581440,"Soccer"
581650,"Volleyball"
581651,"Volleyball"
581663,"Ice Hockey"
581677,"Soccer"
581681,"Soccer"
581688,"Soccer"
581700,"Soccer"
581712,"Soccer"
581744,"Basketball"
581745,"Soccer"
581746,"Basketball"
581783,"Soccer"
581795,"Soccer"
581799,"Soccer"
581809,"Volleyball"
581810,"Volleyball"
581830,"Soccer"
581832,"Soccer"
581841,"Soccer"
581856,"Soccer"
581860,"Soccer"
581861,"Ice Hockey"
581864,"Soccer"
581865,"Soccer"
581868,"Soccer"
581880,"Soccer"
581895,"Soccer"
581900,"Soccer"
581901,"Soccer"
581905,"Soccer"
581918,"Soccer"
581920,"Soccer"
581923,"Soccer"
581938,"Soccer"
581939,"Soccer"
581942,"Soccer"
581946,"Soccer"
581947,"Soccer"
581948,"Soccer"
581949,"Soccer"
581950,"Soccer"
581952,"Soccer"
581957,"Soccer"
581959,"Basketball"
581960,"Volleyball"
581962,"Volleyball"
581965,"Soccer"
581985,"Soccer"
582014,"Soccer"
582247,"Soccer"
582256,"Soccer"
582273,"Soccer"
582280,"Soccer"
582319,"Soccer"
582320,"Soccer"
582321,"Soccer"
582322,"Soccer"
582323,"Soccer"
582328,"Ice Hockey"
582335,"Soccer"
582341,"Soccer"
582390,"Soccer"
582391,"Soccer"
582395,"Soccer"
582396,"Soccer"
582397,"Soccer"
582398,"Soccer"
582399,"Soccer"
582468,"Soccer"
582469,"Soccer"
582471,"Soccer"
582476,"Soccer"
582477,"Soccer"
582508,"Soccer"
582525,"Soccer"
582533,"Soccer"
582654,"Volleyball"
582701,"Volleyball"
582703,"Soccer"
